genes,102,103,104,105,106,107,109,110,112,114,116,117,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,281,282,283,285,286,287,288,290,291,292,293,294,305,306,307,308,328,348,352,356,364,365,366,367,368,369,370,371,372,373,398,399,400,401,402,68,69,70,71,72,73,74,75,77,78,79,81,82,84,90,91,92,93,95,96,97,98
WBGene00000001,110.3861199,104.2043909,104.9633783,97.65501947,93.02280564,100.4613657,94.09481213,92.91826467,92.71822738,99.50389114,99.66724621,89.72692694,102.398267,98.27967137,94.42907507,107.4576424,106.7779228,94.57502608,95.96395796,106.659556,104.414069,112.2562746,77.49056238,89.93517666,88.80862447,96.72971761,91.35713202,109.7108291,98.75547886,89.87510044,85.03916817,94.60789293,105.9986505,95.30177794,106.6900369,88.17782009,100.6872363,89.76533373,99.66508379,103.2049489,92.5171879,96.66928707,102.7568313,95.86279208,107.29193,88.8030621,100.3281,97.35097189,95.99260269,107.9987116,85.52079271,94.34421547,89.97939373,94.44863656,104.898744,89.57395175,110.3567166,112.9425542,111.5510985,98.61490119,101.0110511,87.11091857,90.48934613,96.63815079,94.67682105,90.87515228,95.18996725,104.2632483,104.6593736,102.9582721,99.48640576,96.25808636,99.43842785,94.84110191,84.15774063,91.20229298,81.97708487,90.40858004,96.23943222,98.94681281,95.94506994,94.08843054,86.95321543,91.14768878,102.3868715,104.6874277,100.6836379,96.74291185,99.75200358,103.9408339,91.41983576,92.33608443,102.3042463,87.45230661,93.14018444,105.7553467,98.84072597,103.1934638,87.53770443,84.30340253,94.91991102,101.2657883,106.3578695,96.12179302,102.9770242,104.864735,84.85294282,98.30204632,111.0955027,92.74911993,105.6834701,93.79383882,79.71892649,107.6282812,105.7263968,106.8203631,96.61813322,99.52160051,89.77333816,102.3900363,100.2620969,101.6415035,96.05292453,93.55648372,102.542009,90.95977861,93.05160851,92.71587689,97.6376285,105.3004271,85.37794326,92.42846954,102.5844641,102.5924289,95.1313259,98.54718421,97.15915572,98.52460286,108.3537077,101.4500912,94.19859654,81.38169106,94.62948468,97.70317699,100.4281858,99.40695267,109.9268924,107.1575078,126.9834531,115.6147224,106.2002434,112.7040461,97.28969863,94.37001258,102.4860142,100.1845183,95.22170091,97.71419881,102.6061489,106.5098408,91.17573693,124.2965356,121.0418865,104.2302231,92.89864598,94.98956716,105.519241,91.91241873,95.24702894,92.00837506,103.6314886,96.94227895,107.3526254,108.6399826,97.29744538,109.5863445,97.34372803,97.30451825,101.6059619,84.4700869
WBGene00000002,2.823174422,8.541343519,3.348114141,1.575080959,2.957372434,5.457160607,3.164623726,3.021068359,2.369794949,1.143722887,3.611132109,3.810174529,1.400584199,2.714908049,3.194968705,3.69129306,2.912125167,2.880457647,3.180092174,2.666488901,1.907106283,3.165864384,2.094339524,2.423402964,1.828412857,3.022803675,2.962091311,2.525716929,2.66410129,0.670709705,2.61658979,2.714160863,3.369899294,1.750440819,3.598671878,2.144141522,3.880441157,1.334800502,3.114533868,2.763184709,4.571007307,3.647897625,2.24134028,4.370644016,4.089602714,2.911575807,1.162101544,8.271651206,2.938549062,1.140831461,4.544583187,1.209541224,2.966353639,2.266767278,4.370781001,3.59734746,1.537001623,2.585237293,3.730211892,3.049945398,2.862661367,3.360361844,15.38844985,14.02320169,2.784612384,4.353969212,3.309262665,2.839855012,3.006519271,4.853880463,4.766334771,4.096088781,3.824554917,3.270382824,4.56027166,2.661074861,6.325392351,2.224819643,4.069826736,2.015894319,4.123713608,1.987783744,2.649112298,2.750936281,4.191275441,4.495779106,2.223935776,3.071203551,2.231588447,3.615333352,1.587149926,1.439538065,4.637792498,4.00823072,4.097075562,6.316445624,2.128149602,2.24333617,5.446790498,3.867128557,3.944723575,5.455396,0.485652372,3.772221528,1.040171961,2.996135285,0.780855302,3.484858363,1.530241083,3.001589642,3.834320911,1.161533608,2.571578274,3.380993127,1.962438919,1.639786275,2.031011809,1.897657637,2.112313839,2.778562722,3.538662244,2.449192855,3.498616456,2.295864631,6.639410656,2.951497241,1.582510349,1.467023369,2.142518494,1.7747263,2.944067009,3.933126363,2.923391464,1.858558495,2.62793718,3.588971807,2.357837252,3.163096643,5.145287794,2.932083562,1.942239104,6.073260527,1.168265243,1.900840019,3.078258568,6.465492856,2.881978454,3.304416542,0.379055084,2.99326142,2.643989463,4.600165146,3.297955886,3.825811321,2.341051085,2.438568398,4.865342382,2.752512643,3.782715167,3.120670494,4.42362066,4.596174145,2.806768382,2.633976757,5.872902906,3.735544776,3.721081548,5.929833467,6.349801929,1.059597409,2.101873226,4.039261623,1.47058391,1.88121182,1.889270784,1.716757354,2.130642474,3.664953606,2.629073595,0.350498286
WBGene00000003,5.646348845,5.808113593,8.035473939,4.275219746,6.183596907,9.301978308,4.852423047,6.695340688,6.368823926,7.624819244,5.777811375,7.942335638,6.536059596,6.65152472,8.519916547,5.331867753,6.309604529,6.401016994,3.928349156,6.399573362,4.529377423,7.650838928,3.141509286,7.808742884,6.530045917,11.73559074,6.235981708,5.840720398,6.522454883,3.353548524,10.90245746,3.101898129,7.199330309,8.557710672,6.350597432,10.9887253,5.2079605,5.506052069,6.575127056,4.697414005,2.925444677,5.471846438,6.379199259,4.953396551,6.49525137,2.183681855,7.359976448,6.521878836,7.509625381,5.32388015,5.784014966,4.233394284,7.251086674,5.792849709,6.556171502,6.115490682,6.148006494,3.554701278,6.039390682,5.930449384,4.089516239,6.203744942,13.28404645,7.621305267,8.986703602,7.144975118,10.21978176,7.244528092,6.663096764,9.24104165,9.619330174,6.485473904,8.923961474,6.213727366,5.389411961,3.386822551,5.060313881,4.449639286,6.942645608,4.871744604,6.323027532,2.319081034,5.142394461,9.353183356,7.48442043,7.064795737,8.289215165,7.933942507,8.926353788,8.134500042,5.396309749,5.758152258,6.274660439,9.838384494,9.013566237,6.316445624,7.566754141,4.860561701,3.112451713,7.992065683,6.903266256,6.819245,3.156740418,6.426747789,6.501074758,4.494202928,9.370263625,5.66289484,7.3451572,7.20381514,5.272191252,5.807668038,4.50026198,4.507990836,6.623231352,3.982338096,6.383179973,7.801481396,9.505412276,3.88998781,7.667101529,4.081988091,4.134728539,6.600610815,2.950849181,6.171312413,8.545555884,5.5746888,4.591111058,4.732603467,3.746994375,7.866252727,8.23864867,9.664504172,8.146605257,5.981619679,6.748292824,8.55207611,5.145287794,7.623417261,6.150423829,8.806227764,2.336530486,7.223192073,6.541299456,5.657306249,6.175668115,3.776476047,3.790550839,7.108995873,3.084654373,8.050289005,7.008156257,4.335919497,5.982686106,5.283564862,5.792074265,6.193153446,8.983948521,7.191110268,6.881187693,5.595342437,8.420305145,7.149365484,8.008503963,6.937440298,3.986873087,6.522816813,9.524702894,6.887383162,5.117604376,6.39549757,7.720565528,7.054544326,7.557083136,8.01153432,8.256239586,6.780164172,4.794193026,3.855481145
WBGene00000004,16.37441165,17.42434078,17.24278783,21.37609873,18.01308664,20.21629952,27.84868879,13.88058435,19.8470327,20.58701196,14.68527058,17.44093975,11.36029406,17.91839312,15.26485048,15.99560326,18.92881359,17.44277131,17.39697483,13.86574228,20.26300426,21.89722866,16.75471619,15.61748577,19.32893591,16.53651422,15.90175336,15.94358811,16.71953224,18.77987173,16.57173534,18.99912604,24.35518126,15.75396737,14.5005308,15.00899065,25.42710127,18.52035696,19.29280702,14.36856048,16.6384666,18.23948813,17.75831145,11.94642698,13.9527622,18.56129577,20.53046062,14.63445983,26.44694156,22.81662922,18.59147668,19.35265958,20.43488063,13.72653518,16.93677638,21.22435001,16.90701786,17.2887744,18.65105946,18.63855521,17.58491983,17.57727734,64.31582886,21.33965475,16.45452772,15.85291354,20.34223227,19.76307264,16.98277102,20.53564811,19.67196351,11.94692561,15.72317022,16.02487584,18.65565679,16.20836506,34.41013439,11.12409821,15.8005038,15.95916336,15.39519747,15.23967537,18.38795595,18.15617946,12.57382632,16.05635395,17.79148621,16.12381864,16.51375451,16.26900008,16.50635923,19.12529143,13.09494352,15.66853827,12.01808832,14.07665025,19.62626855,14.95557447,20.23093614,14.43727994,14.54616818,19.7758105,18.21196395,21.79505772,20.28335324,22.47101464,19.00081235,20.47354288,18.97498943,13.80731235,21.32841007,18.87492112,18.64394249,15.21446907,11.52932865,18.97466975,14.79737175,13.916156,11.61772612,15.28209497,19.85582704,16.60008491,16.22085812,21.23674784,26.55764263,15.02580414,15.50860142,23.76577857,24.48592564,20.11356474,12.31155295,19.33787129,18.86916308,14.68261211,19.44673513,16.7485351,22.44010626,16.63554531,16.64651933,18.17891808,17.15644542,21.8637379,26.09125709,20.1489042,20.00868069,16.16373214,19.35042676,19.82649925,17.05747878,15.71462246,19.38925606,15.71723092,21.43671326,20.65938113,20.02899262,15.24105249,20.61978438,20.18509271,10.8753061,16.96016573,14.7454022,18.58453024,24.20837729,16.36828414,24.55941215,10.67298507,16.74486697,18.97546709,23.66744356,14.30456503,24.21723499,23.8989646,9.191149438,28.2181773,29.75601485,13.73405883,21.97225051,18.69126339,18.55816655,22.78238858
WBGene00000005,7.340253498,12.98284215,12.05321091,8.325427927,6.452448946,12.15458499,12.86946982,9.144855574,6.813160479,13.34343368,7.94449064,9.498604108,7.002920996,4.751089085,9.584906116,6.562298773,2.912125167,7.681220392,5.611927366,8.532764482,10.01230799,5.93599572,2.094339524,5.38533992,7.313651427,6.756855274,6.235981708,8.366437326,7.808572747,3.353548524,4.797081281,8.917957121,5.973912384,5.251322458,7.8324035,7.236477636,7.148181079,4.504951693,10.64132405,8.980350303,7.1307714,10.57890311,8.275717957,6.847342292,9.382029756,8.73472742,6.972609267,8.112580991,3.591559965,5.704157304,3.718295335,6.954862038,8.239871221,6.296575771,10.38060488,6.834960174,5.225805519,7.594134549,6.394648958,5.422125151,5.520846922,5.686766197,9.86439093,13.71834948,8.227263861,7.926456771,11.48508807,7.940002789,7.719441372,9.334385505,9.272687645,10.92290342,3.399604371,10.13818676,7.047692565,5.080233826,8.349517904,9.708303897,5.506236172,9.071524434,9.896912658,7.619837684,9.817298516,11.73732813,8.981304517,8.670431132,7.480511246,5.630539843,5.802129962,8.435777821,9.522899558,7.197690323,6.820283085,8.38084605,8.194151124,9.203963624,5.911526673,5.608340425,6.224903426,8.507682824,7.889447149,5.455396,10.92717837,5.728188247,8.0613327,8.988405855,7.80855302,8.857348339,6.733060767,8.104292033,11.26331767,11.32495267,6.428945685,4.789740264,5.151402163,10.77573838,5.802890884,7.379779699,7.393098437,7.502119349,6.290955101,7.347578565,5.725008747,9.183458525,6.639410656,6.707948275,7.596049674,4.107665432,3.672888846,4.732603467,8.564558572,4.588647424,9.301700112,8.177657376,3.94190577,9.346280749,7.561340152,8.55207611,5.145287794,5.570958768,7.121543381,6.984249606,5.062482719,7.983528081,5.386952493,11.3146125,6.175668115,8.025011601,7.960156762,8.231468906,7.050638568,12.65045415,6.183667286,12.49765031,6.502919681,10.16070166,4.865342382,6.422529499,5.201233354,9.633374133,8.84724132,8.992514631,9.472843288,6.961224287,6.940703435,6.403791044,6.37899694,5.33685012,5.772547209,9.359777117,10.8749093,9.761548922,8.088211505,7.524847281,6.612447744,8.583786772,10.78637752,9.895374737,6.959312457,15.07142629
WBGene00000007,4.234761634,9.566304741,5.69179404,4.725242877,4.83933671,8.433793666,6.962172198,7.51184565,8.738618875,4.956132509,7.222264218,5.581100719,3.423650265,5.02257989,6.389937411,3.281149387,2.912125167,7.521194967,6.547248594,4.799680021,8.343589989,8.838038072,3.141509286,5.654606916,8.880862447,4.978735465,4.05338811,5.209291165,5.236337019,10.73135528,7.849769369,4.652847194,4.595317219,3.500881639,5.080477946,9.648636849,4.901609883,4.504951693,7.007701204,3.730299357,6.765090815,6.931005488,7.068842422,5.390460953,6.49525137,5.095257662,8.134710811,8.589791637,5.550592673,4.943602997,6.197158892,4.53577959,8.239871221,4.029808493,9.834257253,4.676551698,3.381403571,3.87785594,2.842066203,6.269332206,7.156653418,5.169787452,8.417613593,4.26793095,6.581811089,8.484657952,6.715856585,7.302484317,5.200465767,6.440725999,6.586208047,6.144133172,4.67445601,6.540765649,3.731131358,6.289813309,7.084439434,8.090253247,5.745637744,6.551656536,7.147770253,5.30075665,6.077375272,7.335830083,7.783797248,4.816906185,6.065279389,6.65427436,9.149512632,9.640888938,3.174299853,7.814635208,6.274660439,5.465769163,5.735905787,9.564903374,5.675065606,4.112782978,7.003016355,12.89042852,6.656721032,6.819245,3.399566604,4.610492979,6.501074758,1.498067643,4.945416913,4.501275386,12.24192867,5.70302032,7.908286878,3.194217421,5.143156548,4.789740264,6.623231352,3.748082914,8.99448087,5.271271213,6.865019977,6.112837988,5.111401019,5.578717058,5.406952705,6.026644657,8.852547542,8.317855861,6.963045535,4.107665432,3.978962917,3.5494526,4.549921741,3.933126363,7.97288581,7.062522279,4.993080641,6.205930417,5.691331298,6.794800197,4.539959818,4.104916987,6.150423829,3.947619343,3.115373981,4.94218405,3.078258568,3.636839732,4.117112076,3.776476047,10.23448727,5.238207485,6.609973657,5.750206432,5.7714228,4.846027673,4.421985383,7.11249116,6.255440206,2.293760536,3.782715167,5.83429701,9.092998023,8.992514631,2.806768382,5.267953515,8.008503963,2.134597015,6.644788479,5.929833467,6.63842929,8.653378844,8.041949734,4.375866758,4.41175173,7.995150236,5.667812352,10.87279658,6.525092576,11.36135618,7.113963845,6.308969146
WBGene00000010,141.4410386,141.4446487,128.7349887,135.9069856,111.3047443,147.21931,125.3190996,122.6390453,123.0812252,136.1030235,125.6673974,118.8667124,114.2254225,109.4107944,118.2138421,107.0474987,115.0289441,119.5389924,127.203687,134.3910406,107.5131167,131.2514609,209.4339524,119.5545462,105.2643402,119.1340272,122.0693419,146.1758672,132.0108122,141.5197477,110.3328695,131.055196,127.9029959,135.3674234,116.5334629,114.175536,130.8117137,122.8016461,122.6780285,128.4880889,122.5029958,127.6764169,111.5497816,104.0213276,123.409776,112.4596155,121.633295,131.7101384,148.8864858,144.5053184,134.271776,124.2803608,145.3513283,107.9233087,115.5525227,143.8938984,139.2523471,131.847102,119.7220388,121.4894917,133.727181,105.7221534,126.7903048,79.26157478,117.33344,126.8233083,135.3877755,141.6450133,115.3040769,127.2276744,126.6978443,130.7335003,170.4051691,116.4256286,105.3008183,112.248976,111.8329368,108.2071372,112.039936,106.8423989,105.2921541,129.2059433,121.080015,124.7091114,124.2413791,117.5325109,116.4533643,111.0751951,116.9352346,118.7034451,128.559144,118.4534179,112.3982652,105.6715372,127.0093424,100.8826601,121.7774495,102.8195745,97.26411604,119.3653681,121.0537047,119.3367875,137.9252736,120.571377,123.5204204,105.1643485,122.0737122,121.5344354,129.4583957,111.0588167,116.7071427,114.9918272,93.21971243,116.9260123,106.9529211,109.3971701,98.64914503,111.7509497,101.9191427,108.5028743,110.2883066,110.485811,132.6293693,118.5240116,128.3619394,112.9618489,144.0084417,144.6485041,118.4506653,129.8508076,110.5363341,156.997294,130.2238016,133.8162116,142.1714014,142.8111698,134.7219423,136.8332178,139.5280984,109.9531336,134.6619112,137.863014,176.4080517,134.1993054,126.2086013,115.9747781,146.9809011,137.8413757,129.6368387,121.6012452,134.8434626,131.8714008,139.3386362,134.9236126,130.3185104,122.538062,147.3503693,140.1487687,127.1937975,156.983294,139.3440508,143.4805668,147.7061861,116.8356833,135.0767668,108.3307985,146.4511381,147.05987,135.9434868,100.8383535,125.6554646,123.1974795,108.0879174,135.4472511,105.3268462,121.6036459,127.439053,141.1007138,126.0408812,140.5498126
WBGene00000018,44.88847332,31.09049041,33.31373571,37.57693145,28.22946414,35.09946481,37.13158505,28.82262516,32.58468055,31.2617589,32.98167326,32.46698014,35.32584591,31.49293337,31.94968705,35.68249958,31.54802264,35.36561889,31.61385749,47.46350243,30.51370053,36.2755294,29.32075333,30.96570454,32.65022958,30.22803675,34.60969848,34.72860777,28.75392082,41.5840017,23.98540641,30.63124402,31.40133433,36.56476378,29.63612135,23.58555674,38.7022947,29.19876097,42.04620722,27.63184709,25.96332151,26.99444243,32.58563946,31.03157251,32.71682171,26.56812924,30.98937452,35.15451763,32.65054513,36.8868839,30.57265053,32.95999836,28.01556215,25.56409763,29.50277176,31.65665765,26.1290276,33.60808481,28.95354945,26.2634187,34.35193641,30.50174597,52.74161017,32.31433433,33.03562874,30.92434543,29.58870148,35.35329709,29.7401636,35.0972895,34.05762845,33.45139171,38.24554917,23.54675634,25.70334935,30.72331885,42.5066366,23.25947809,28.009984,22.67881109,25.56702437,30.14805345,29.45189555,28.24294582,29.6383049,30.18594542,33.56121262,27.1289647,25.21694945,31.03161127,29.20355864,22.82696074,17.4599247,34.61653803,32.23032776,27.07048125,26.4836395,28.78948085,33.84791238,26.55428275,21.44943444,27.61794225,30.59609943,27.52324597,20.54339623,21.87178758,36.7001992,29.76649852,33.35925562,28.81526056,32.11243763,30.1998738,18.3224952,32.11943471,25.51170595,24.36253894,22.63127445,36.26634595,23.76353069,30.84204621,34.60025305,22.31486823,26.0805954,38.74271565,38.36103935,32.46646965,29.75119456,32.86132345,24.79199971,29.28298395,24.89074835,37.36470045,45.71121198,34.01162045,28.11892782,26.31912659,33.49754992,30.10799398,26.33176695,30.49366905,31.39953218,36.43956316,29.98547457,28.51260029,35.39997353,38.79295714,27.99636212,25.96327283,40.55889398,33.3000333,32.16853846,32.96785021,30.50609194,35.70757233,29.13308017,36.57852597,41.00788579,40.37018543,31.68023952,39.21190316,35.88047868,34.77105657,36.13714291,38.94522777,38.97471929,42.6919403,30.566027,27.87021729,41.27371254,27.90273178,36.37154539,33.99711866,28.67638625,27.27757139,30.70065024,30.90163238,28.89683855,35.00030694,33.55935118,31.54484573
WBGene00000020,14.39818955,9.907958482,8.035473939,6.525335402,6.183596907,11.16237397,7.595096943,6.85864168,9.923516349,9.531024055,7.94449064,9.230281958,10.73781219,11.67410461,5.324947842,7.792729793,8.736375501,7.521194967,6.360184348,8.532764482,7.866813418,10.15714823,3.141509286,5.38533992,8.61966061,7.645915179,8.574474848,5.525005782,8.451631679,4.024258229,9.158064264,8.917957121,6.280266865,6.807269853,8.255776662,6.432424566,9.088401658,8.843053323,8.13239399,11.88169425,6.216569938,12.40285193,7.930896376,10.19816937,7.216945966,8.73472742,7.359976448,10.33956401,7.183119929,12.54914607,5.37087104,9.07155918,7.580681523,9.696726687,13.112343,10.07257289,9.83681039,5.170474587,6.749907233,9.658160425,8.179032478,9.305617413,12.10031954,12.80379285,7.974117281,8.819578661,7.299844114,7.940002789,4.794179379,7.280820694,5.546280461,7.850836831,7.649109835,8.175957061,4.56027166,8.225140481,7.337455128,6.87671526,6.22444089,5.879691763,5.49828481,13.91448621,7.947336894,6.052059819,8.981304517,7.385922816,6.671807328,5.374606214,10.71162455,6.929388924,6.983459676,6.169448848,5.456226468,9.838384494,8.194151124,8.121144374,3.783377071,5.608340425,5.446790498,6.445214261,9.122173267,5.79635825,6.07065465,6.147323972,5.460902796,11.38531408,11.71282953,9.147753203,6.120964333,8.704609961,6.470416537,5.226901235,12.85789137,7.043735682,10.05749946,9.135952103,9.864914503,9.488288184,12.67388303,6.807478668,5.897770407,6.395114677,5.725008747,6.313627736,9.590259837,5.36635862,6.646543465,5.281284127,4.591111058,7.986268351,8.564558572,7.538492197,8.23864867,5.575675484,9.460573847,8.000416321,5.284807633,8.200620928,5.75061577,4.691333699,6.474130346,10.3245429,7.788434953,6.462856065,8.465211061,4.040933035,8.234224153,6.608833083,6.443936426,4.115734453,6.609973657,13.80049544,11.5428456,10.45721761,9.884437915,8.738203425,7.413855059,7.11065766,11.3481455,6.377022313,8.601484616,5.995009754,8.771151193,9.407059848,10.14410502,8.004738805,8.771120792,2.371933387,8.658820813,7.417181866,9.412736621,6.732102705,11.02937933,9.406059101,7.557083136,4.864145837,6.658257731,8.246145614,8.660477724,9.112955433
